tree_length,root_age,brlen_mean,age_mean,B1,colless,age_var,brlen_var,treeness,N_bar,n_dat_0,n_dat_1,num_taxa,prop_taxa
3.669838380633e+02,1.142251879845e+01,1.125717294673e+00,2.181357786923e+00,9.049643967144e+01,4.317200636219e-02,4.591149728329e+00,1.046087380551e+00,5.331518461057e-01,8.926829268293e+00,153,11,164,1
