tree_length,root_age,brlen_mean,age_mean,B1,colless,age_var,brlen_var,treeness,N_bar,n_dat_0,n_dat_1,num_taxa,prop_taxa
8.517453451354e+02,7.172560199150e+00,8.534522496346e-01,1.692530631133e+00,2.638509203215e+02,2.086904733161e-02,1.793911982625e+00,6.229367840017e-01,4.222490852614e-01,1.182200000000e+01,56,444,500,1
