tree_length,root_age,brlen_mean,age_mean,B1,colless,age_var,brlen_var,treeness,N_bar,n_dat_0,n_dat_1,num_taxa,prop_taxa
1.956192009735e+03,2.559698817656e+01,1.960112234203e+00,3.868927898821e+00,2.618040060215e+02,2.824122139862e-02,1.076903577209e+01,3.984389970035e+00,4.014701104433e-01,1.358600000000e+01,417,83,500,1
