tree_length,root_age,brlen_mean,age_mean,B1,colless,age_var,brlen_var,treeness,N_bar,n_dat_0,n_dat_1,num_taxa,prop_taxa
4.238942941729e+03,2.870754471984e+01,4.352097476107e+00,8.645247221904e+00,2.680673075892e+02,2.488571162995e-02,2.864355784420e+01,1.254127185191e+01,3.419163478179e-01,1.263729508197e+01,394,94,488,1
