tree_length,root_age,brlen_mean,age_mean,B1,colless,age_var,brlen_var,treeness,N_bar,n_dat_0,n_dat_1,num_taxa,prop_taxa
2.172638478313e+03,1.397669483900e+01,2.176992463240e+00,4.325975518020e+00,2.624777421108e+02,1.858335144184e-02,6.648034519252e+00,3.227257938759e+00,3.195909024933e-01,1.116200000000e+01,449,51,500,1
