taxa,data
11,0
13,0
15,0
18,0
20,0
26,0
29,0
34,0
45,0
53,0
54,0
59,0
63,1
71,0
73,0
79,0
98,0
102,0
103,0
105,0
117,0
121,0
132,0
133,0
136,1
140,0
148,1
150,1
152,0
153,0
155,0
156,0
158,0
164,0
168,0
172,1
173,0
179,0
183,0
196,0
200,0
202,0
205,0
210,0
211,0
215,0
218,0
225,0
229,0
230,0
251,0
254,0
268,0
282,1
292,0
299,1
310,1
316,0
321,0
324,0
330,0
332,0
336,0
340,0
342,0
343,0
352,0
354,0
355,1
357,0
358,0
369,0
372,0
375,0
376,0
378,0
385,0
388,0
389,0
397,1
398,0
399,1
400,1
403,0
405,0
407,0
409,1
415,0
420,0
421,0
423,0
424,0
426,0
428,0
434,0
438,0
442,0
446,0
451,0
453,0
454,0
456,1
458,1
462,0
467,1
470,0
484,0
485,0
495,0
507,0
509,1
511,0
514,0
517,0
521,0
522,0
528,0
529,0
531,0
533,0
534,1
541,0
542,0
545,0
560,0
561,0
562,0
565,0
567,0
572,0
574,0
576,0
580,0
600,0
617,0
619,0
624,0
628,1
636,0
647,0
653,0
657,0
659,0
661,0
671,0
681,0
687,0
698,0
699,0
706,0
714,0
718,0
721,0
727,0
730,0
731,0
736,0
737,1
738,1
742,0
755,0
758,0
762,1
765,0
767,0
770,0
773,0
776,0
783,0
791,0
797,1
799,0
806,0
809,0
813,0
814,0
822,0
824,0
828,1
832,0
838,1
841,1
842,0
845,0
846,0
847,0
849,0
857,0
859,1
874,0
877,0
879,0
882,0
883,0
884,0
887,0
889,0
892,0
893,0
899,0
905,0
912,1
913,0
919,0
929,0
931,0
938,0
943,0
946,0
954,1
956,0
967,0
972,0
975,0
980,1
982,0
984,0
989,0
992,0
1003,0
1007,1
1008,0
1009,0
1014,1
1015,1
1019,0
1025,0
1030,1
1031,0
1038,0
1039,0
1044,0
1045,0
1048,0
1049,0
1050,0
1058,0
1062,0
1064,1
1066,0
1072,0
1075,0
1081,0
1084,0
1094,0
1098,0
1104,1
1113,0
1119,1
1122,0
1130,0
1132,1
1133,1
1146,0
1156,0
1161,1
1162,0
1167,0
1168,0
1172,0
1178,1
1196,1
1198,0
1201,1
1202,0
1205,0
1206,0
1209,0
1210,0
1213,1
1214,0
1220,0
1221,0
1225,0
1228,0
1229,0
1238,0
1241,0
1246,1
1247,0
1248,0
1249,0
1259,0
1267,0
1269,0
1272,0
1273,0
1276,0
1282,0
1289,0
1290,0
1292,0
1294,0
1301,0
1304,0
1305,0
1307,0
1311,0
1312,0
1313,0
1315,1
1317,0
1319,0
1321,1
1322,0
1325,0
1326,0
1330,0
1331,0
1336,0
1351,0
1357,0
1359,0
1362,0
1371,1
1375,0
1376,0
1377,0
1379,0
1380,0
1383,1
1394,0
1398,0
1412,0
1413,0
1416,0
1427,0
1429,0
1438,0
1439,0
1442,0
1452,0
1455,1
1457,0
1458,0
1459,0
1460,0
1462,0
1464,0
1468,0
1470,1
1481,0
1490,0
1503,1
1506,0
1513,0
1515,0
1517,0
1521,0
1525,0
1539,0
1542,0
1544,0
1548,1
1551,0
1552,0
1557,0
1558,0
1565,0
1566,0
1568,0
1574,1
1576,0
1578,1
1587,0
1590,0
1593,0
1596,0
1597,0
1598,0
1600,0
1601,0
1611,0
1612,1
1621,0
1623,0
1624,0
1631,0
1634,1
1638,0
1642,1
1643,0
1644,0
1646,0
1647,0
1655,0
1659,0
1672,0
1678,0
1679,0
1682,0
1686,0
1688,0
1693,0
1696,0
1697,0
1698,0
1702,0
1712,1
1717,1
1719,1
1721,0
1728,1
1729,0
1734,0
1741,0
1748,1
1749,1
1754,0
1757,0
1765,1
1766,1
1770,0
1783,0
1784,0
1785,0
1788,0
1797,0
1801,0
1806,0
1811,0
1812,0
1813,0
1816,0
1817,1
1823,0
1827,0
1828,0
1833,0
1836,0
1838,0
1842,0
1845,0
1848,0
1850,0
1856,0
1862,0
1863,0
1868,0
1875,1
1876,1
1880,0
1887,0
1890,0
1894,0
1900,0
1903,0
1904,0
1905,0
1914,0
1933,0
1944,0
1945,1
1951,0
1954,0
1959,0
1962,0
1966,0
1967,0
1969,0
1971,0
1977,1
1978,1
1995,0
1996,1
2003,1
2006,1
2011,0
2017,0
2018,0
2028,0
2033,0
2039,0
2040,0
2049,0
2056,0
2057,0
2067,0
2073,0
2078,0
2080,0
2087,0
2090,0
2099,1
2110,1
2114,0
2115,0
2116,0
2123,0
2128,0
2135,0
2139,1
2141,0
2144,0
2147,0
2168,0
2170,0
2176,0
2180,1
2183,0
