taxa,data
20,0
26,1
30,0
38,0
41,1
52,1
61,0
67,1
71,1
77,1
90,1
91,1
93,0
95,0
99,0
104,1
105,1
113,0
116,0
118,0
120,0
122,0
128,1
129,0
131,1
134,0
138,1
153,0
156,0
161,0
163,1
167,0
180,0
204,0
211,1
212,0
220,0
235,0
237,0
239,1
244,1
250,0
251,0
252,1
263,0
270,1
287,1
289,0
290,0
298,1
299,0
309,0
322,1
330,0
336,0
347,0
349,1
351,0
356,1
357,0
361,0
363,0
366,0
367,0
381,0
394,1
395,0
402,1
407,0
430,0
438,0
441,0
445,0
456,0
460,0
462,0
469,0
481,0
482,0
492,0
493,0
500,1
504,1
509,1
512,0
513,1
519,0
524,1
528,0
533,0
534,1
535,0
537,1
539,0
545,0
576,1
588,0
601,1
621,0
628,0
634,0
637,0
664,0
695,1
696,0
701,0
706,0
707,0
714,0
719,0
720,0
722,0
732,0
745,1
765,1
779,0
795,0
815,1
829,0
844,0
845,0
857,0
858,0
862,1
867,1
873,0
874,0
884,1
887,1
893,1
898,1
909,0
918,1
931,0
943,0
944,0
946,0
954,0
961,1
966,1
973,0
978,1
983,0
987,1
998,0
999,0
1002,0
1011,0
1013,0
1036,1
1050,0
1053,0
1056,0
1068,0
1071,0
1087,0
1107,1
1110,0
1114,1
1133,0
1145,0
1148,1
1156,0
1158,0
1161,0
1164,0
1169,1
1171,0
1176,0
1196,0
1199,0
1200,1
1201,1
1202,1
1207,0
1211,0
1212,0
1215,0
1218,1
1224,0
1228,0
1243,0
1249,1
1261,0
1262,0
1263,1
1267,1
1269,0
1277,0
1279,0
1283,0
1284,0
1287,1
1295,1
1298,0
1309,0
1310,0
1311,0
1314,0
1334,1
1335,0
1341,0
1345,1
1351,0
1357,0
1367,1
1368,0
1380,0
1385,0
1387,0
1400,0
1409,0
1418,0
1426,0
1450,1
1453,0
1455,1
1464,0
1472,0
1481,1
1483,1
1504,0
1518,1
1522,0
1524,0
1538,1
1544,0
1557,0
1561,0
1565,0
1568,0
1598,1
1616,0
1625,0
1626,0
1629,0
1631,0
1640,0
1642,0
1648,1
1650,0
1653,0
1661,1
1667,0
1670,1
1686,1
1692,0
1697,0
1701,1
1702,0
1721,0
1722,0
1733,0
1752,0
1767,0
1774,0
1799,0
1806,1
1812,0
1813,0
1815,0
1817,0
1818,0
1821,0
1841,1
1843,1
1849,0
1851,1
1854,0
1857,0
1860,0
1876,1
1877,0
1878,1
1889,0
1890,0
1893,0
1902,0
1910,0
1946,0
1948,0
1962,0
1969,1
1985,0
2002,0
2003,0
2012,0
2019,1
2020,1
2025,0
2043,1
2049,0
2055,0
2063,0
2064,0
2066,0
2072,0
2094,1
2100,0
2101,0
2103,0
2106,0
2120,0
2127,0
2130,0
2134,0
2137,1
2148,0
2154,0
2155,0
2157,0
2163,1
2166,1
2171,1
2176,0
2186,0
2187,0
2189,0
2192,0
2195,1
2201,1
2205,1
2212,0
2213,1
2219,0
2221,1
2224,0
2227,0
2228,1
2231,0
2238,0
2250,0
2251,0
2255,0
2258,0
2266,0
2269,1
2273,1
2276,1
2279,0
2291,1
2296,1
2300,1
2301,0
2311,0
2313,0
2317,1
2319,1
2326,0
2330,0
2339,0
2345,0
2359,0
2374,0
2378,1
2387,0
2389,0
2393,0
2404,1
2411,0
2416,0
2424,0
2432,1
2442,0
2443,0
2446,0
2451,1
2456,0
2468,0
2481,0
2489,0
2491,0
2502,0
2506,1
2507,1
2531,0
2536,0
2539,1
2541,1
2543,0
2544,0
2562,0
2569,0
2572,0
2583,0
2588,1
2593,0
2596,0
2599,1
2613,0
2618,0
2627,1
2629,0
2631,0
2636,0
2639,1
2641,0
2647,0
2655,1
2674,0
2684,0
2689,0
2695,0
2700,1
2701,1
2708,0
2713,0
2719,0
2721,0
2726,0
2737,1
2741,0
2747,0
2752,0
2783,0
2788,1
2793,0
2798,0
2800,0
2802,0
2804,0
2817,0
2827,0
2831,0
2835,0
2837,0
2841,1
2842,0
2862,1
2875,0
2881,0
2882,1
2901,0
2913,0
2919,0
2920,0
2925,0
2938,1
2942,0
2955,0
2968,0
2971,0
2974,0
2980,0
2997,1
3024,0
3032,0
3033,0
3034,0
3043,0
3048,0
3054,0
3055,0
3056,0
3066,0
3085,0
3095,0
3099,1
3106,0
3112,1
3118,0
3125,0
3131,1
3149,0
3156,0
3161,0
3166,0
3177,0
3187,0
3189,1
3197,1
3201,0
3211,0
3219,0
3220,0
3221,0
3228,0
3230,1
3235,0
3242,0
3253,0
3262,1
3272,0
3275,0
3276,0
3278,0
3281,1
3282,0
3303,0
3304,0
3322,1
3342,0
3348,1
3355,0
3370,0
3386,0
3401,0
3402,0
3403,0
3407,0
