tree_length,root_age,brlen_mean,age_mean,B1,colless,age_var,brlen_var,treeness,N_bar,n_dat_0,n_dat_1,num_taxa,prop_taxa
5.648706405933e+02,6.329677946750e+00,5.660026458851e-01,1.119320566428e+00,2.692665376290e+02,1.706223692365e-02,1.282327827223e+00,3.589956247928e-01,5.041328595785e-01,1.095600000000e+01,456,44,500,1
