taxa,data
19,1
20,0
27,0
33,0
40,1
43,1
48,1
82,1
98,0
117,0
119,1
133,0
150,1
159,0
161,1
165,0
194,1
199,0
214,1
227,1
240,1
244,1
265,1
272,0
278,0
279,0
286,1
305,0
306,1
310,1
319,1
322,1
323,0
332,0
340,1
343,0
349,1
364,0
382,0
393,0
399,0
403,1
405,1
407,1
408,0
410,0
418,1
422,1
424,0
434,1
445,1
447,0
450,0
469,1
472,0
486,1
500,0
513,1
514,0
518,0
534,0
547,1
566,0
572,1
587,1
609,0
614,0
622,0
648,1
661,0
674,0
681,1
713,1
725,0
729,1
761,0
762,1
765,0
774,0
775,1
781,1
791,0
795,1
800,0
805,0
831,0
833,1
837,1
842,0
848,0
856,1
860,0
862,0
870,1
871,1
882,0
889,0
894,1
905,1
908,0
909,0
912,0
949,1
965,1
976,1
977,1
979,0
987,0
990,1
998,1
1028,0
1049,1
1074,0
1077,1
1097,0
1099,0
1109,0
1116,1
1117,0
1129,0
1131,0
1137,0
1147,0
1163,0
1186,1
1229,0
1231,0
1232,0
1233,1
1241,0
1242,0
1249,1
1255,0
1276,0
1295,1
1306,1
1310,0
1325,0
1326,0
1329,1
1333,0
1360,0
1361,1
1373,1
1378,0
1381,1
1393,0
1426,0
1430,1
1434,0
1442,0
1445,1
1462,0
1463,1
1469,0
1487,1
1488,1
1509,0
1517,0
1521,1
1524,1
1553,1
1585,0
1591,1
1592,0
1636,1
1650,0
1676,0
1681,1
1691,0
1697,0
1699,0
1712,0
1735,1
1742,0
1764,0
1765,0
1777,1
1787,1
1791,0
1797,0
1801,1
1813,1
1845,0
1864,0
1869,0
1870,1
1896,0
1906,0
1927,0
1931,0
1942,0
1943,0
1944,1
1984,1
1997,1
2003,0
2009,0
2019,1
2025,1
2040,1
2048,0
2062,0
2086,1
2088,0
2096,0
2097,1
2161,1
2172,1
2176,1
2185,1
2187,0
2192,1
2193,0
2196,0
2203,0
2210,0
2228,0
2229,0
2235,0
2254,0
2262,0
2278,0
2287,0
2297,1
2301,0
2303,0
2308,1
2327,0
2328,1
2335,1
2366,0
2373,0
2380,1
2405,1
2406,0
2411,1
2417,0
2418,0
2428,1
2432,0
2451,0
2486,0
2489,0
2492,1
2495,1
2516,0
2521,0
2532,0
2541,0
2573,1
2576,0
2577,1
2598,0
2612,0
2626,0
2638,0
2664,0
2674,0
2678,0
2691,0
2698,0
2703,0
2711,0
2722,0
2732,1
2770,1
2781,0
2800,0
2809,1
2834,0
2846,1
2857,1
2862,0
2865,0
2876,1
2891,0
2898,0
2900,1
2908,0
2909,1
2916,1
2923,0
2925,0
2933,1
2934,1
2946,1
2959,1
2972,0
2984,1
3009,0
3010,0
3011,0
3012,0
3014,0
3036,0
3037,0
3039,0
3047,0
3057,0
3062,0
3065,1
3071,0
3084,1
3087,0
3094,0
3101,0
3122,0
3126,0
3134,0
3141,1
3156,0
3159,0
3164,0
3182,0
3187,1
3192,1
3207,0
3232,0
3240,0
3246,0
3248,0
3256,0
3266,0
3272,0
3277,0
3301,0
3334,1
3340,1
3352,1
3362,1
3372,0
3382,1
3392,0
3405,0
3412,0
3415,0
3421,0
3447,0
3451,0
3458,1
3462,1
3472,0
3486,1
3489,1
3498,0
3525,0
3540,1
3547,0
3558,0
3573,0
3599,0
3601,1
3609,0
3610,0
3622,0
3657,0
3673,0
3680,1
3687,1
3698,0
3704,0
3710,1
3721,0
3725,1
3738,1
3745,0
3748,0
3760,0
3763,1
3793,1
3794,1
3809,0
3811,0
3823,0
3825,1
3835,1
3837,0
3848,0
3851,0
3858,0
3866,1
3870,0
3872,1
3880,0
3885,0
3889,1
3902,0
3904,0
3916,0
3921,1
3932,0
3942,0
3943,1
3944,1
3949,0
3952,0
3956,1
3962,0
3967,0
3980,0
3983,0
3989,1
4001,0
4024,0
4026,0
4027,0
4031,1
4067,0
4073,0
4083,1
4109,1
4111,1
4112,1
4125,1
4131,0
4138,0
4143,0
4146,0
4164,0
4169,1
4171,0
4194,1
4198,1
4222,1
4225,0
4226,0
4244,0
4256,1
4266,0
4272,1
4273,0
4285,0
4291,0
4315,0
4317,0
4320,0
4324,1
4327,0
4331,0
4352,0
4355,1
4373,0
4374,0
4387,1
4414,1
4418,0
4422,0
4432,0
4467,0
4472,0
4494,0
4503,0
4505,1
4508,0
4517,1
4533,0
4538,0
4556,0
4579,1
4581,0
4583,0
4598,1
4622,0
4627,0
4633,0
4662,0
4667,0
4677,0
4684,1
4690,0
4691,0
4699,0
4705,0
4708,0
4717,1
4721,0
4727,1
4746,0
4752,0
4758,0
4759,0
4767,0
4768,0
4770,0
4787,1
4793,0
4794,0
4825,0
4836,1
4838,0
4839,0
4843,1
4850,0
4853,0
4854,1
4865,0
4868,0
4869,0
4905,1
