tree_length,root_age,brlen_mean,age_mean,B1,colless,age_var,brlen_var,treeness,N_bar,n_dat_0,n_dat_1,num_taxa,prop_taxa
1.451996583158e+03,1.159907133795e+01,1.454906395949e+00,2.886568159980e+00,2.709850273694e+02,1.909038961457e-02,3.068605279973e+00,1.327599872500e+00,3.317406456714e-01,1.133600000000e+01,440,60,500,1
