n_taxa,tree_length,tree_height,brlen_mean,brlen_var,age_mean,age_var,B1,N_bar,colless,treeness,n_char_0,n_char_1,n_char_2,n_state_100,n_state_010,n_state_001,n_state_110,n_state_101,n_state_011,n_state_111
55,120.6320546985191,8.10114027768092,1.116963469430733,1.4500430349228868,8.101140277680923,1.262177448353619e-29,30.280158730158725,7.5636363636363635,0.12159329140461216,0.5319508901079505,3,56,17,2,54,16,1,0,1,0
