w_0,w_1,w_2,e_0,e_1,e_2,d_0_0,d_0_1,d_0_2,d_1_0,d_1_1,d_1_2,d_2_0,d_2_1,d_2_2,b_0_0,b_0_1,b_0_2,b_1_0,b_1_1,b_1_2,b_2_0,b_2_1,b_2_2,x_0,x_1,x_2
0.1076024851,0.1076024851,0.1076024851,0.1446976323,0.1446976323,0.1446976323,0.0516555853,0.0516555853,0.0516555853,0.0516555853,0.0516555853,0.0516555853,0.0516555853,0.0516555853,0.0516555853,1.5670856921,1.5670856921,1.5670856921,1.5670856921,1.5670856921,1.5670856921,1.5670856921,1.5670856921,1.5670856921,0.1446976323,0.1446976323,0.1446976323
