n_taxa,tree_length,tree_height,brlen_mean,brlen_var,age_mean,age_var,B1,N_bar,colless,treeness,n_char_0,n_char_1,n_char_2,n_state_100,n_state_010,n_state_001,n_state_110,n_state_101,n_state_011,n_state_111
488,426.9304617293421,4.757872493994735,0.4383269627611317,0.18604554308157353,4.757872493994735,8.082591242018564e-32,261.22649562339956,11.192622950819672,0.01982406773645651,0.5143712045205766,248,232,232,114,110,110,44,44,32,46
