n_taxa,tree_length,tree_height,brlen_mean,brlen_var,age_mean,age_var,B1,N_bar,colless,treeness,n_char_0,n_char_1,n_char_2,n_state_100,n_state_010,n_state_001,n_state_110,n_state_101,n_state_011,n_state_111
21,106.45867001583791,9.588434118666948,2.661466750395948,5.178138506492205,9.588434118666948,1.3523329803788773e-30,11.38452380952381,5.142857142857143,0.21052631578947367,0.398197867178043,16,11,4,13,10,2,1,2,0,0
