n_taxa,tree_length,tree_height,brlen_mean,brlen_var,age_mean,age_var,B1,N_bar,colless,treeness,n_char_0,n_char_1,n_char_2,n_state_100,n_state_010,n_state_001,n_state_110,n_state_101,n_state_011,n_state_111
477,811.1250149071934,8.224315310721419,0.8520220744823465,0.7554878522901698,8.22431531072142,1.2562237811444036e-29,252.9626155707038,11.924528301886792,0.023228659885006633,0.49163467530467064,204,125,201,187,102,184,10,4,10,3
