n_taxa,tree_length,tree_height,brlen_mean,brlen_var,age_mean,age_var,B1,N_bar,colless,treeness,n_char_0,n_char_1,n_char_2,n_state_100,n_state_010,n_state_001,n_state_110,n_state_101,n_state_011,n_state_111
12,40.17522021713153,8.454914830583952,1.8261463735059786,2.493313944776118,8.454914830583954,3.1554436208840472e-30,7.166666666666666,3.6666666666666665,0.10909090909090909,0.7813515629565239,7,3,4,5,2,3,1,1,0,0
