tree_length,root_age,brlen_mean,age_mean,B1,colless,age_var,brlen_var,treeness,N_bar,n_dat_0,n_dat_1,num_taxa,prop_taxa
7.218417264687e+03,5.330525979727e+01,7.232883030749e+00,1.435894189328e+01,2.645945622790e+02,1.905014848975e-02,1.142439858592e+02,4.123054373726e+01,3.934278572739e-01,1.141400000000e+01,357,143,500,1
