taxa,data
1,0
3,0
4,0
5,0
7,1
8,0
9,0
11,0
12,0
16,0
18,0
19,0
20,0
23,1
25,0
26,0
28,0
29,0
31,0
32,0
33,1
34,0
35,0
36,0
37,0
38,0
40,0
42,1
44,0
45,0
46,0
47,0
48,0
49,1
50,0
51,0
52,0
53,0
54,1
55,0
56,0
58,0
59,0
60,0
62,0
63,1
64,0
65,0
67,1
68,0
69,0
70,0
71,0
73,0
74,1
75,0
76,0
78,0
79,0
80,0
81,1
82,1
83,0
84,0
86,0
89,0
90,1
93,0
95,0
97,0
99,0
100,0
101,0
102,0
104,0
105,0
106,0
107,1
109,0
110,0
111,0
112,0
113,0
115,0
116,0
117,1
120,0
122,0
123,0
124,0
125,0
127,0
128,1
129,0
130,0
131,0
132,0
133,0
134,0
136,0
137,0
139,0
140,1
141,0
144,1
146,0
147,0
149,0
150,0
151,0
152,0
153,0
156,0
157,0
158,0
160,0
163,0
164,1
165,0
167,0
169,0
171,0
172,0
173,0
174,0
175,1
179,0
181,1
182,0
183,0
184,0
185,0
186,0
188,0
189,0
190,0
191,0
194,0
195,0
197,0
198,0
199,0
200,0
201,0
203,0
204,0
205,0
206,0
207,0
209,0
210,0
211,0
212,0
213,0
214,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
230,0
231,0
232,0
233,0
236,0
237,0
238,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,1
249,1
250,1
251,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
262,1
264,0
265,0
266,0
267,1
268,0
273,0
275,0
276,0
277,0
279,0
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0
292,0
295,0
297,0
298,0
299,0
300,0
301,0
302,0
305,0
306,0
307,0
309,1
310,0
311,0
312,0
313,0
315,1
317,0
319,0
320,0
321,0
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
334,0
336,0
338,1
339,0
340,0
341,0
342,0
343,0
346,0
347,0
348,0
350,0
351,0
353,0
354,0
357,0
358,0
359,0
360,0
366,1
367,0
368,0
371,0
372,0
374,1
376,0
377,0
378,0
380,0
381,0
383,0
384,0
385,1
386,0
387,0
389,0
392,1
393,1
394,0
395,0
396,0
397,0
398,0
399,0
400,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
410,0
411,0
412,0
413,0
417,0
419,0
420,0
423,0
424,0
425,0
426,0
428,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,1
439,1
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
449,0
450,0
451,0
452,0
453,0
454,0
455,1
456,1
457,0
458,0
459,0
461,0
463,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
476,0
477,0
478,0
480,0
481,0
482,0
485,0
486,0
488,0
489,1
490,1
491,0
492,0
493,0
494,0
495,0
497,0
498,0
499,0
500,0
501,1
502,1
504,0
505,0
506,0
510,0
511,0
513,0
514,0
516,0
517,0
518,0
520,0
521,0
523,0
524,0
525,0
527,0
529,1
531,0
532,0
533,0
534,0
535,0
537,0
538,0
542,0
545,0
546,0
547,1
549,0
551,0
552,0
553,0
554,0
555,1
557,0
559,0
560,0
561,0
562,0
563,0
564,0
566,0
569,1
570,1
571,0
575,0
576,0
577,0
578,0
581,1
582,1
583,0
584,0
585,0
587,0
589,0
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,0
600,0
601,0
603,1
604,0
606,0
610,0
611,0
613,0
614,0
615,1
617,1
618,1
619,0
621,0
623,0
624,0
625,0
627,0
629,0
630,0
632,0
634,0
635,0
636,0
637,0
638,0
639,0
640,0
641,0
642,1
643,1
644,0
645,0
647,0
648,0
649,0
650,0
651,0
653,0
654,0
655,0
656,0
657,0
658,0
659,0
660,0
662,0
664,0
665,0
666,0
667,0
668,0
669,0
670,0
671,0
672,0
673,0
674,0
676,0
677,0
678,0
679,0
680,0
681,0
682,0
685,0
