tree_length,root_age,brlen_mean,age_mean,B1,colless,age_var,brlen_var,treeness,N_bar,n_dat_0,n_dat_1,num_taxa,prop_taxa
8.408568630733e+02,1.406524814430e+01,2.050870397740e+00,4.033129828972e+00,1.098809634810e+02,3.840267814443e-02,8.120450337769e+00,2.869943679258e+00,3.780250543650e-01,9.519417475728e+00,206,1,206,1
