tree_length,root_age,brlen_mean,age_mean,B1,colless,age_var,brlen_var,treeness,N_bar,n_dat_0,n_dat_1,num_taxa,prop_taxa
1.244623179168e+03,9.101796857010e+00,1.247117413996e+00,2.475994754111e+00,2.700784747116e+02,2.427344649138e-02,2.844766617995e+00,1.124567209534e+00,3.739729115550e-01,1.226000000000e+01,32,468,500,1
