taxa,data
16,0
21,0
33,1
50,0
53,1
54,0
55,1
57,1
60,0
63,1
69,1
71,1
72,1
79,0
82,0
84,0
86,1
92,1
96,1
103,1
106,0
109,1
113,0
120,0
127,1
131,1
133,1
145,1
149,1
150,1
151,1
152,1
159,0
167,0
170,0
173,1
175,1
176,1
180,1
181,0
198,1
199,0
202,1
211,0
218,1
219,1
225,1
236,1
246,1
256,1
257,1
262,1
272,1
274,1
279,1
300,0
302,1
305,1
308,1
309,1
310,1
316,1
324,1
327,1
332,1
339,1
343,1
355,1
366,1
377,1
380,1
383,1
384,1
389,1
395,1
397,1
403,1
405,1
408,1
410,1
412,1
418,1
434,1
438,0
443,1
470,1
471,0
474,1
480,1
486,0
496,0
501,1
503,1
507,1
509,1
513,1
517,1
522,1
524,1
527,1
539,1
541,1
542,1
551,1
554,1
559,1
560,1
565,1
566,1
571,0
572,1
576,1
586,1
591,1
592,1
594,1
604,0
606,0
609,1
614,1
620,1
632,1
635,1
639,1
643,1
648,1
652,1
662,1
672,1
679,1
684,1
691,1
694,1
699,1
701,1
706,1
722,1
736,1
740,0
745,1
750,1
751,1
752,1
755,0
756,1
757,0
760,1
767,1
775,1
779,1
789,1
792,1
795,1
797,1
802,1
806,1
809,1
810,0
814,1
823,1
837,1
849,1
851,1
867,1
870,1
881,1
890,1
912,1
932,1
940,1
955,1
956,1
959,1
960,1
963,1
975,1
978,1
980,0
991,0
993,1
999,1
1002,1
1006,1
1008,1
1012,1
1018,1
1019,1
1021,1
1032,1
1037,1
1038,1
1043,1
1044,1
1048,1
1053,1
1054,1
1060,1
1067,1
1077,1
1083,1
1087,1
1093,1
1098,1
1101,1
1111,1
1112,1
1117,1
1125,1
1139,1
1145,1
1168,1
1186,1
1187,1
1188,1
1190,1
1193,1
1200,1
1201,1
1203,1
1210,0
1215,0
1220,1
1232,1
1235,1
1239,1
1246,1
1268,1
1278,1
1279,1
1292,1
1296,1
1298,1
1305,1
1307,1
1315,1
1318,1
1319,1
1327,1
1337,1
1338,0
1343,1
1349,1
1358,0
1362,1
1367,1
1368,1
1369,1
1376,0
1390,1
1392,1
1403,1
1408,1
1410,1
1417,1
1422,1
1424,1
1427,1
1431,1
1432,1
1440,1
1444,1
1445,1
1455,1
1464,1
1467,1
1469,1
1475,1
1478,1
1480,1
1485,0
1498,1
1508,1
1510,1
1513,1
1516,1
1518,1
1521,1
1530,1
1543,1
1545,1
1550,1
1555,1
1560,1
1562,1
1577,1
1598,1
1599,1
1600,0
1603,1
1614,1
1621,1
1622,1
1644,1
1647,1
1657,1
1686,1
1689,1
1690,1
1696,1
1704,1
1705,1
1712,1
1716,1
1722,1
1723,1
1744,1
1753,1
1755,1
1758,1
1769,1
1774,1
1776,1
1779,1
1781,1
1782,1
1790,1
1791,1
1803,1
1809,1
1813,1
1815,1
1822,1
1827,1
1830,1
1832,1
1836,1
1845,1
1847,1
1848,1
1851,1
1860,1
1865,1
1870,1
1883,1
1891,1
1892,1
1911,1
1912,1
1914,1
1915,1
1920,1
1923,1
1926,1
1935,1
1936,1
1939,1
1940,1
1950,1
1954,1
1956,1
1960,1
1966,1
1971,1
1972,1
1982,0
1983,1
1987,1
1992,1
1996,1
2000,1
2001,1
2005,1
2023,1
2032,1
2043,1
2046,1
2051,1
2054,1
2055,1
2058,1
2066,1
2080,1
2087,1
2091,1
2107,1
2109,1
2117,1
2130,1
2132,1
2135,1
2138,1
2156,1
2160,1
2169,1
2192,1
2194,1
2196,1
2209,1
2222,1
2224,1
2225,1
2226,1
2228,1
2229,1
2243,1
2244,1
2253,1
2264,1
2284,1
2289,1
2295,1
2302,1
2322,1
2325,1
2332,1
2340,1
2343,1
2348,1
2353,1
2357,1
2366,1
2378,1
2379,1
2381,1
2385,1
2389,1
2406,1
2409,1
2410,1
2418,1
2419,1
2423,1
2424,1
2426,1
2429,1
2435,1
2448,1
2452,1
2454,1
2457,1
2458,1
2476,1
2479,1
2482,1
2495,1
2497,1
2507,1
2528,1
2546,1
2559,1
2563,1
2571,1
2588,1
2591,1
2606,1
2607,1
2621,1
2635,1
2637,1
2640,1
2645,1
2658,1
2659,1
2670,1
2673,1
2698,1
2706,1
2708,1
2711,1
2714,1
2717,1
2727,1
2732,1
2735,1
2736,1
2742,1
2745,1
2754,1
2756,1
2761,1
2765,1
2768,1
2769,1
2770,1
2780,1
2784,1
2787,1
2788,1
2791,1
2792,1
2797,1
2799,1
2804,1
2810,1
2812,1
2835,1
2836,1
2843,1
2849,1
2863,1
2880,1
2891,1
2897,1
2914,1
2918,1
2921,1
2949,1
2957,1
2965,1
2970,1
