tree_length,root_age,brlen_mean,age_mean,B1,colless,age_var,brlen_var,treeness,N_bar,n_dat_0,n_dat_1,num_taxa,prop_taxa
2.095047725071e+03,1.654083750110e+01,2.099246217506e+00,4.165344464085e+00,2.706179060104e+02,2.222114912556e-02,7.020416431387e+00,3.074453692614e+00,3.457385113519e-01,1.185400000000e+01,415,85,500,1
