tree_length,root_age,brlen_mean,age_mean,B1,colless,age_var,brlen_var,treeness,N_bar,n_dat_0,n_dat_1,num_taxa,prop_taxa
1.045870115681e+03,1.041397702060e+01,1.047966047777e+00,2.075062402121e+00,2.576143152599e+02,2.186702722715e-02,2.696522876386e+00,8.589815346706e-01,4.195096102406e-01,1.183000000000e+01,389,111,500,1
