taxa,data
10,1
11,1
16,1
26,1
30,1
33,1
36,1
49,0
60,1
69,0
76,1
85,1
114,1
116,1
129,1
134,1
136,0
141,1
144,0
153,1
173,0
196,1
218,1
221,1
243,0
256,1
276,1
277,1
286,1
294,0
316,0
342,1
343,1
346,1
366,1
373,1
405,1
423,0
426,1
430,1
435,1
436,1
437,1
446,0
449,1
460,1
479,1
489,0
490,0
491,1
494,1
512,1
526,1
529,1
549,1
556,1
563,1
565,0
578,1
580,1
581,1
589,1
597,0
601,1
607,1
611,1
614,1
627,1
639,0
640,0
644,1
661,1
673,1
675,1
676,1
702,1
709,1
719,1
727,1
758,1
762,1
766,1
769,1
802,1
803,1
819,1
837,1
845,1
846,1
849,1
852,1
865,1
871,1
872,1
882,1
888,1
892,1
896,1
897,1
909,1
913,1
957,1
960,1
962,0
964,1
967,0
974,1
975,1
985,1
993,1
994,1
998,1
1007,1
1010,1
1027,1
1034,1
1039,1
1048,1
1053,1
1055,1
1058,1
1070,1
1074,1
1086,1
1091,1
1093,1
1097,1
1109,1
1115,1
1117,1
1119,0
1121,1
1134,1
1141,0
1143,1
1146,1
1159,0
1160,1
1164,1
1172,1
1180,1
1213,1
1218,1
1232,1
1241,1
1252,1
1273,1
1317,1
1322,1
1325,1
1332,1
1342,1
1344,1
1360,1
1390,1
1393,1
1394,1
1413,1
1415,1
1416,1
1419,1
1425,0
1428,1
1436,1
1445,1
1453,1
1475,1
1485,1
1489,1
1496,0
1499,1
1515,1
1530,1
1535,1
1538,0
1541,1
1559,1
1560,0
1564,1
1571,1
1574,1
1576,0
1580,1
1585,1
1591,1
1602,1
1609,1
1614,1
1622,1
1626,1
1629,1
1634,1
1641,1
1648,1
1662,1
1664,1
1666,1
1684,1
1694,0
1697,1
1720,0
1724,0
1725,1
1735,0
1742,1
1744,1
1748,1
1750,0
1753,1
1755,1
1777,1
1778,1
1779,1
1790,1
1791,1
1798,1
1799,1
1800,1
1804,1
1820,1
1823,1
1833,1
1839,0
1844,1
1851,1
1855,1
1867,1
1880,1
1894,1
1897,1
1905,1
1909,1
1912,1
1914,1
1915,0
1919,1
1922,1
1927,1
1938,1
1940,1
1943,1
1951,0
1953,1
1954,1
1966,1
1989,1
1998,1
2013,1
2027,1
2035,1
2039,1
2044,1
2057,1
2072,1
2098,1
2103,1
2107,1
2113,1
2123,1
2131,1
2146,1
2160,1
2162,1
2172,1
2176,1
2193,1
2196,1
2204,1
2213,1
2216,1
2222,1
2231,1
2235,1
2239,1
2254,0
2279,1
2282,1
2296,1
2315,1
2319,1
2321,1
2336,1
2377,1
2389,1
2398,1
2402,1
2409,1
2414,1
2420,1
2435,1
2443,1
2454,1
2462,1
2463,1
2476,1
2484,1
2496,1
2497,1
2546,1
2550,0
2552,1
2558,1
2566,1
2571,1
2602,1
2610,1
2611,1
2622,1
2625,1
2634,1
2642,1
2650,0
2658,1
2663,1
2664,1
2670,0
2680,1
2686,1
2705,1
2712,1
2716,1
2718,1
2726,1
2727,1
2734,1
2737,0
2744,1
2745,1
2746,1
2754,1
2759,1
2761,1
2762,1
2774,1
2775,1
2782,1
2783,1
2787,1
2800,1
2806,1
2809,1
2836,0
2838,1
2845,1
2848,1
2860,1
2861,1
2864,1
2866,1
2872,1
2880,1
2904,1
2905,1
2929,1
2933,1
2939,1
2940,1
2946,1
2962,1
2972,1
2973,1
2974,1
2984,1
2999,1
3007,1
3008,1
3012,1
3027,1
3036,1
3038,1
3039,1
3043,1
3052,1
3064,1
3065,1
3069,1
3070,1
3078,1
3084,1
3100,1
3104,1
3112,1
3117,1
3119,1
3122,1
3126,1
3127,1
3142,1
3143,1
3152,1
3180,0
3181,1
3197,0
3200,1
3206,1
3210,1
3211,1
3224,1
3235,1
3240,1
3245,1
3251,0
3255,1
3259,1
3266,1
3277,1
3302,1
3308,1
3325,1
3329,1
3343,1
3364,1
3366,1
3394,1
3422,1
3433,1
3448,1
3456,1
3463,1
3470,1
3474,1
3487,0
3489,1
3495,1
3498,1
3503,1
3504,1
3509,1
3518,1
3519,0
3522,1
3532,1
3534,1
3536,1
3538,1
3545,1
3549,1
3561,1
3562,1
3563,1
3565,1
3583,0
3588,1
3604,1
3605,1
3606,1
3607,1
3627,1
3629,1
3631,1
3632,1
3656,1
3663,1
3681,1
3682,1
3696,1
3697,1
3699,1
3730,1
3731,1
3733,1
3738,1
3752,1
3795,1
3810,1
3811,1
3819,1
3827,1
3833,1
3834,1
3839,1
3846,1
3872,1
3894,1
3897,1
3902,1
3916,1
3923,1
3928,1
3934,1
3937,1
3955,1
3970,1
3972,1
3974,1
3980,1
3983,1
3993,1
3994,1
4021,1
4024,1
4042,1
4049,1
4064,1
4069,1
4081,1
4085,1
4098,1
4103,1
4121,0
