tree_length,root_age,brlen_mean,age_mean,B1,colless,age_var,brlen_var,treeness,N_bar,n_dat_0,n_dat_1,num_taxa,prop_taxa
2.214959556683e+03,4.018780601060e+01,2.761794958457e+00,5.423370949227e+00,2.179851412476e+02,1.951371571072e-02,4.793941300611e+01,1.165713303676e+01,6.068800500840e-01,1.041542288557e+01,174,228,402,1
