tree_length,root_age,brlen_mean,age_mean,B1,colless,age_var,brlen_var,treeness,N_bar,n_dat_0,n_dat_1,num_taxa,prop_taxa
5.170302888534e+02,1.378082344849e+01,7.954312136207e-01,1.548459893530e+00,1.739608459952e+02,4.136752136752e-02,3.615511157368e+00,1.077366673665e+00,5.386613609378e-01,1.231288343558e+01,35,291,326,1
