birth_1,birth_2,death,state_rate
-3.556833411832e-01,1.392965225797e-02,7.291049892965e-02,3.199003131139e-01
-6.628761760341e-01,-4.519829898759e-01,-2.009994872620e-01,-3.935433617077e-01
