birth_1_value,birth_1_lower,birth_1_upper,birth_2_value,birth_2_lower,birth_2_upper,death_value,death_lower,death_upper,state_rate_value,state_rate_lower,state_rate_upper
9.368487596512e-01,2.443026304245e-01,1.234393835068e+00,3.534637689590e-01,1.085522174835e-01,9.362208843231e-01,1.174142360687e-01,-3.005480766296e-02,5.124114751816e-01,6.301498413086e-02,-1.279681921005e-02,1.100395917892e-01
4.497120380402e-01,1.021072864532e-01,1.655578851700e+00,8.408204317093e-01,2.576836347580e-01,1.729937791824e+00,2.049825191498e-01,-5.748903751373e-02,9.041546583176e-01,5.521786212921e-02,-2.813369035721e-02,1.482046842575e-01
9.345899820328e-01,2.470781803131e-01,1.287358283997e+00,4.243454933167e-01,1.008120775223e-01,1.015079736710e+00,1.286181211472e-01,-1.472830772400e-03,5.344190597534e-01,6.097698211670e-02,-1.048702001572e-02,1.157194375992e-01
5.804075002670e-01,3.388605117798e-01,8.828090429306e-01,4.512928724289e-01,2.975276708603e-01,6.867595911026e-01,1.931297779083e-01,4.622995853424e-02,3.430805206299e-01,4.787135124207e-02,1.979935169220e-02,7.984662055969e-02
4.282243251801e-01,1.149048805237e-01,1.450813770294e+00,6.262847185135e-01,2.868493795395e-01,1.385389328003e+00,2.515009641647e-01,-4.144579172134e-02,8.273999691010e-01,6.936621665955e-02,-2.031177282333e-02,1.325488090515e-01
5.015498399734e-01,1.450265645981e-01,1.518914222717e+00,7.568894624710e-01,2.170963287354e-01,1.570702552795e+00,2.216898202896e-01,-3.593921661377e-02,8.089603185654e-01,5.935871601105e-02,-2.055555582047e-02,1.379652023315e-01
5.008865594864e-01,-1.357215642929e-01,1.198806047440e+00,5.153577327728e-01,-1.487307548523e-01,1.137536048889e+00,1.587438583374e-01,-2.057608366013e-01,5.270074605942e-01,5.818891525269e-02,-1.496952772141e-02,1.039264202118e-01
8.369196653366e-01,2.665512561798e-01,1.289347410202e+00,2.095699310303e-01,6.623804569244e-02,8.116029500961e-01,1.293396949768e-01,-1.576572656631e-02,4.837077856064e-01,4.585099220276e-02,-1.108670234680e-02,1.147152185440e-01
7.171655893326e-01,2.859088182449e-01,1.254728794098e+00,2.425036430359e-01,8.841550350189e-02,8.513268232346e-01,1.603170633316e-01,2.661490440369e-02,5.239739418030e-01,4.917812347412e-02,-3.230869770050e-03,1.135128736496e-01
6.272828578949e-01,1.620754003525e-01,1.451732635498e+00,8.911194801331e-01,3.026061058044e-01,1.485522270203e+00,2.088351249695e-01,-4.193365573883e-02,7.969142198563e-01,7.506775856018e-02,-2.046769857407e-02,1.317253112793e-01
4.483627080917e-01,7.128798961639e-02,1.727976560593e+00,9.231255054474e-01,2.382999658585e-01,1.844033241272e+00,1.864131689072e-01,-1.029990315437e-01,9.667940139771e-01,5.509710311890e-02,-3.400957584381e-02,1.533746719360e-01
4.196665287018e-01,1.086606979370e-01,1.390933275223e+00,6.588575839996e-01,3.495932817459e-01,1.513668298721e+00,1.804629564285e-01,-5.551892518997e-02,8.128186464310e-01,5.990028381348e-02,-1.851254701614e-02,1.339020729065e-01
3.153529167175e-01,2.366185188293e-03,8.241367340088e-01,4.274563789368e-01,4.765272140503e-02,8.454784154892e-01,1.246937513351e-01,-5.271440744400e-02,4.738045930862e-01,4.808878898621e-02,1.103198528290e-02,7.894349098206e-02
2.955956459045e-01,5.261135101318e-02,1.445887804031e+00,7.273318767548e-01,3.684020042419e-01,1.875314474106e+00,8.129489421844e-02,-1.326580047607e-01,9.437531232834e-01,3.295385837555e-02,-3.110986948013e-02,1.491119861603e-01
7.388401031494e-01,2.671737670898e-01,1.196785449982e+00,5.811736583710e-01,1.978110074997e-01,1.135446310043e+00,1.779118776321e-01,3.627598285675e-02,5.695185661316e-01,7.306575775146e-02,-7.487833499908e-03,1.158311367035e-01
7.747117280960e-01,2.694518566132e-01,1.355991363525e+00,1.658791303635e-01,2.477324008942e-02,7.171263694763e-01,1.601719856262e-01,7.366180419922e-03,5.037839412689e-01,3.372430801392e-02,-8.102357387543e-03,1.135842800140e-01
4.015164375305e-01,-5.390822887421e-02,1.185070037842e+00,5.422316789627e-01,-3.363525867462e-02,1.137350797653e+00,2.049273252487e-01,-6.732583045959e-02,5.737185478210e-01,4.071557521820e-02,-5.976021289825e-03,9.856522083282e-02
1.059926033020e+00,2.310674190521e-01,1.301509857178e+00,3.250423669815e-01,8.255100250244e-02,9.052211046219e-01,1.003646850586e-01,-2.082514762878e-02,4.923675060272e-01,5.647885799408e-02,-1.365083456039e-02,1.136496067047e-01
3.431087732315e-01,4.563617706299e-02,1.479144096375e+00,8.017376661301e-01,4.046697616577e-01,1.874812126160e+00,1.040621995926e-01,-1.310563087463e-01,9.438186883926e-01,3.531420230865e-02,-3.168469667435e-02,1.481528282166e-01
8.611552715302e-01,2.799488306046e-01,1.214259862900e+00,3.263732194901e-01,1.042335033417e-01,8.839228153229e-01,1.233915090561e-01,-2.497911453247e-03,4.873495101929e-01,5.643439292908e-02,-6.954371929169e-03,1.079469919205e-01
1.805763244629e-01,5.125653743744e-02,1.522016286850e+00,5.133708715439e-01,3.051257133484e-01,1.647355794907e+00,1.175101995468e-01,-9.172219038010e-02,9.649144411087e-01,3.665471076965e-02,-2.247685194016e-02,1.416320800781e-01
5.543441772461e-01,1.273474693298e-01,1.032849550247e+00,4.306875467300e-01,1.114212274551e-01,9.384475946426e-01,1.641970872879e-01,-5.027908086777e-02,4.127171039581e-01,4.992663860321e-02,8.455634117126e-03,8.759343624115e-02
1.888302564621e-01,-1.122915744781e-02,1.676672697067e+00,7.401559352875e-01,3.107373714447e-01,1.982163429260e+00,8.866405487061e-02,-1.797488927841e-01,9.987094402313e-01,1.667642593384e-02,-4.352343082428e-02,1.534066200256e-01
7.141854763031e-01,2.778223752975e-01,1.347085714340e+00,2.213505506516e-01,2.104437351227e-02,6.475131511688e-01,1.970140933990e-01,1.581859588623e-02,5.174320936203e-01,2.635645866394e-02,-4.425048828125e-03,1.047401428223e-01
2.825367450714e-01,8.224403858185e-02,1.439529895782e+00,3.955857753754e-01,2.807205915451e-01,1.371670722961e+00,1.157076358795e-01,-6.162559986115e-02,8.277400732040e-01,5.638110637665e-02,-1.959615945816e-02,1.329126358032e-01
5.932826995850e-01,2.767359018326e-01,1.233520030975e+00,2.711930274963e-01,1.056234836578e-01,8.953809738159e-01,1.831005811691e-01,3.142380714417e-02,5.955582857132e-01,5.004835128784e-02,-3.867387771606e-03,1.080726385117e-01
3.758900165558e-01,1.819508075714e-01,9.101265668869e-01,5.078872442245e-01,2.399334907532e-01,9.208222627640e-01,1.426643133163e-01,-2.070033550262e-02,4.306656122208e-01,4.691743850708e-02,1.058650016785e-02,8.724439144135e-02
8.785659074783e-01,2.622302770615e-01,1.329589128494e+00,2.066216468811e-01,2.948951721191e-02,7.663122415543e-01,1.343263387680e-01,-1.365363597870e-02,4.777952432632e-01,3.805577754974e-02,-1.134955883026e-02,1.082181930542e-01
5.846246480942e-01,2.416130304337e-01,1.290354490280e+00,2.946320772171e-01,1.257115602493e-01,9.015572071075e-01,1.910269260406e-01,2.160656452179e-02,6.183981895447e-01,5.494737625122e-02,-6.459176540375e-03,1.110203266144e-01
5.435383319855e-01,8.502268791199e-02,1.557100057602e+00,9.323353767395e-01,3.695163726807e-01,1.655744791031e+00,1.848968267441e-01,-1.005530953407e-01,8.938738107681e-01,6.267392635345e-02,-2.876687049866e-02,1.406000852585e-01
6.015954017639e-01,1.664800643921e-01,1.093918561935e+00,4.539287090302e-01,6.388449668884e-02,8.926767110825e-01,1.243486404419e-01,-6.188839673996e-02,3.910878896713e-01,5.800437927246e-02,1.395130157471e-02,9.695863723755e-02
5.384243726730e-01,1.692125797272e-01,1.535253524780e+00,8.018432855606e-01,1.991550922394e-01,1.539052009583e+00,2.597730159760e-01,-2.617102861404e-02,8.335361480713e-01,6.759643554688e-02,-1.862585544586e-02,1.409859657288e-01
5.611156225204e-01,1.258021593094e-01,1.031848430634e+00,3.809148073196e-01,5.292618274689e-02,8.720892667770e-01,1.750344038010e-01,-6.683832406998e-02,3.894572257996e-01,4.652798175812e-02,8.051276206970e-03,8.615314960480e-02
8.509750366211e-01,2.550138235092e-01,1.386428356171e+00,1.806478500366e-01,7.582783699036e-03,7.087093591690e-01,1.520643234253e-01,-1.496601104736e-02,4.766728878021e-01,2.632725238800e-02,-1.297682523727e-02,1.132051944733e-01
5.520218610764e-01,2.077782154083e-01,9.558725357056e-01,4.281389713287e-01,2.008132934570e-01,8.252023458481e-01,1.608315706253e-01,-1.248544454575e-02,3.667726516724e-01,5.115091800690e-02,1.409482955933e-02,8.239376544952e-02
7.186645269394e-01,2.207125425339e-01,1.333916425705e+00,3.711737394333e-01,6.247460842133e-02,1.020990848541e+00,2.110369205475e-01,1.991271972656e-03,5.851665735245e-01,4.901373386383e-02,-8.072137832642e-03,1.118336915970e-01
3.851820230484e-01,3.979957103729e-02,7.489776611328e-01,2.608928680420e-01,-1.001130342484e-01,6.180688142776e-01,6.514871120453e-02,-5.970078706741e-02,3.796097040176e-01,5.011999607086e-02,2.201557159424e-02,8.040094375610e-02
5.379835367203e-01,9.118151664734e-02,1.457929849625e+00,8.524184226990e-01,3.908690214157e-01,1.692805767059e+00,1.414055824280e-01,-1.047825813293e-01,8.849755525589e-01,5.822920799255e-02,-2.724653482437e-02,1.411001682281e-01
6.366050243378e-01,1.411429643631e-01,1.352418899536e+00,8.185499906540e-01,3.747717142105e-01,1.505810737610e+00,2.129033803940e-01,-5.808311700821e-02,7.912206649780e-01,7.231247425079e-02,-2.274841070175e-02,1.322762966156e-01
4.306634664536e-01,5.051314830780e-02,1.595203876495e+00,8.859542608261e-01,3.643764257431e-01,1.948839664459e+00,1.163332462311e-01,-1.253482699394e-01,9.556046724319e-01,4.550433158875e-02,-3.465861082077e-02,1.501209735870e-01
4.209344387054e-01,1.039729118347e-01,1.440566301346e+00,6.750272512436e-01,3.221012353897e-01,1.470129251480e+00,2.119255065918e-01,-4.653501510620e-02,8.446547985077e-01,6.346964836121e-02,-1.802188158035e-02,1.343315839767e-01
1.445014476776e-01,-3.549379110336e-01,7.815668582916e-01,2.291959524155e-01,-5.939534902573e-01,8.530904054642e-01,-1.004952192307e-02,-2.767161726952e-01,4.772428274155e-01,6.333231925964e-02,-5.553245544434e-03,1.292760372162e-01
3.329446315765e-01,9.220528602600e-02,1.390603303909e+00,6.250669956207e-01,3.541154861450e-01,1.724630117416e+00,1.392412185669e-01,-8.204150199890e-02,8.629317283630e-01,4.754042625427e-02,-2.399748563766e-02,1.437147855759e-01
7.177947759628e-01,2.715612649918e-01,1.238360881805e+00,3.468155860901e-01,1.080381870270e-01,8.824818134308e-01,2.073436975479e-01,3.666388988495e-02,5.454782247543e-01,3.890120983124e-02,-3.522694110870e-03,1.063587665558e-01
7.324179410934e-01,2.169334888458e-01,1.556474685669e+00,2.278100252151e-01,-3.273606300354e-03,6.011923551559e-01,2.473829984665e-01,-1.651263237000e-02,5.644520521164e-01,2.147531509399e-02,-1.238363981247e-02,1.107707023621e-01
6.960818767548e-01,2.528401613235e-01,1.267525196075e+00,6.212768554688e-01,1.999360322952e-01,1.081751585007e+00,1.788650751114e-01,2.721560001373e-02,5.781466960907e-01,7.091045379639e-02,-7.351636886597e-03,1.143532991409e-01
2.632186412811e-01,9.083461761475e-02,1.526212930679e+00,5.411810874939e-01,2.976983785629e-01,1.491277217865e+00,1.694576740265e-01,-5.254471302032e-02,8.979609012604e-01,5.024683475494e-02,-2.141165733337e-02,1.380852460861e-01
4.897311925888e-01,1.095817089081e-01,1.424284219742e+00,7.546486854553e-01,3.455964326859e-01,1.504325151443e+00,2.431600093842e-01,-6.138712167740e-02,8.162258863449e-01,6.421053409576e-02,-2.011722326279e-02,1.339856386185e-01
7.774692773819e-01,2.966884374619e-01,1.235262632370e+00,2.136571407318e-01,7.461869716644e-02,7.154235839844e-01,1.467677354813e-01,1.784944534302e-02,4.693186283112e-01,3.895092010498e-02,-2.432942390442e-03,1.046780347824e-01
7.427402734756e-01,2.486838102341e-01,1.266552448273e+00,4.873012304306e-01,1.532407999039e-01,1.084519863129e+00,2.067581415176e-01,3.041136264801e-02,5.686992406845e-01,5.711662769318e-02,-7.388710975647e-03,1.147247552872e-01
3.729357719421e-01,7.779335975647e-02,1.373135089874e+00,7.074410915375e-01,3.669698238373e-01,1.803003549576e+00,1.196813583374e-01,-9.976232051849e-02,9.009325504303e-01,4.332840442657e-02,-3.131383657455e-02,1.475088596344e-01
8.356207609177e-01,2.474714517593e-01,1.493847131729e+00,1.404491662979e-01,-4.580688476562e-02,6.628158092499e-01,1.978812217712e-01,-1.871317625046e-02,5.056850910187e-01,1.339530944824e-02,-1.668518781662e-02,1.179046630859e-01
3.556990623474e-01,1.348487138748e-01,1.380423307419e+00,7.934968471527e-01,2.869389057159e-01,1.549256324768e+00,1.449999809265e-01,-6.700891256332e-02,7.602115869522e-01,4.245412349701e-02,-1.677167415619e-02,1.316009759903e-01
4.376279115677e-01,1.044164896011e-01,1.361218214035e+00,7.349370718002e-01,3.738934993744e-01,1.717805385590e+00,1.323915719986e-01,-9.405225515366e-02,8.705309629440e-01,4.846525192261e-02,-2.846825122833e-02,1.450370550156e-01
4.251600503922e-01,-1.846835017204e-01,1.173048257828e+00,5.671317577362e-01,-3.391968011856e-01,9.766032695770e-01,3.190686702728e-01,-2.223469018936e-01,6.239759922028e-01,1.720023155212e-02,-2.247041463852e-02,9.334695339203e-02
5.806202888489e-01,1.302115917206e-01,1.384358406067e+00,8.197888135910e-01,3.820314407349e-01,1.561123132706e+00,1.927475929260e-01,-7.374703884125e-02,8.255822658539e-01,6.572902202606e-02,-2.488225698471e-02,1.394869089127e-01
5.769037008286e-01,1.695511341095e-01,1.109039306641e+00,3.435966968536e-01,5.654191970825e-02,6.721010208130e-01,2.041116952896e-01,-4.379761219025e-02,4.606952667236e-01,3.570938110352e-02,8.142590522766e-03,9.037864208221e-02
7.409998178482e-01,2.909390926361e-01,1.189907073975e+00,4.369623661041e-01,1.475173234940e-01,1.018707990646e+00,1.875385046005e-01,3.897440433502e-02,5.312585830688e-01,6.047308444977e-02,-3.528594970703e-03,1.130237579346e-01
2.294262647629e-01,8.017182350159e-03,1.622435808182e+00,7.880994081497e-01,3.474166393280e-01,2.015735864639e+00,9.243190288544e-02,-1.625883579254e-01,9.932217597961e-01,2.038133144379e-02,-4.263955354691e-02,1.554943323135e-01
4.580761194229e-01,6.412100791931e-02,1.488247632980e+00,8.643993139267e-01,4.064221382141e-01,1.715680837631e+00,1.527529954910e-01,-1.150166988373e-01,8.965572118759e-01,5.081117153168e-02,-2.857422828674e-02,1.441632509232e-01
3.666262626648e-01,-2.534502744675e-02,9.912588596344e-01,4.612112045288e-01,4.435551166534e-02,9.276016950607e-01,1.291880607605e-01,-9.267061948776e-02,4.675064086914e-01,5.117368698120e-02,-1.052618026733e-04,8.799004554749e-02
5.455720424652e-01,1.278014183044e-01,1.452986717224e+00,8.449360132217e-01,3.652306795120e-01,1.542274236679e+00,2.556924819946e-01,-5.973976850510e-02,8.352397680283e-01,6.714725494385e-02,-2.162712812424e-02,1.381210088730e-01
8.579186201096e-01,2.192053794861e-01,1.387286186218e+00,4.931685924530e-01,1.156591176987e-01,1.131945848465e+00,1.744837760925e-01,8.118748664856e-03,5.756924152374e-01,6.314539909363e-02,-1.219743490219e-02,1.215130090714e-01
3.034613132477e-01,-1.764263510704e-01,7.204723358154e-01,2.600713968277e-01,-2.720573544502e-01,9.014726877213e-01,2.965486049652e-02,-1.269983649254e-01,4.494158029556e-01,5.472719669342e-02,2.814412117004e-03,9.346270561218e-02
4.878095388412e-01,5.146706104279e-02,1.713760137558e+00,9.553334712982e-01,2.928681373596e-01,1.761984348297e+00,2.131847143173e-01,-1.126707792282e-01,9.536106586456e-01,5.115699768066e-02,-3.693318367004e-02,1.494363546371e-01
4.309488534927e-01,8.854830265045e-02,1.382474899292e+00,7.473050355911e-01,3.978023529053e-01,1.705368041992e+00,1.735304594040e-01,-9.566658735275e-02,8.615815639496e-01,4.893434047699e-02,-2.576482295990e-02,1.457815170288e-01
4.503386020660e-01,-5.289000272751e-02,1.133095026016e+00,6.213110685349e-01,3.282976150513e-02,1.142204523087e+00,1.912671327591e-01,-1.018975973129e-01,5.246685743332e-01,4.943692684174e-02,-8.093059062958e-03,9.995961189270e-02
4.910995960236e-01,1.157059669495e-01,1.665448665619e+00,8.951743841171e-01,2.390465736389e-01,1.786280155182e+00,2.072521448135e-01,-5.179727077484e-02,9.453005790710e-01,6.418645381927e-02,-2.798056602478e-02,1.506601572037e-01
6.122455596924e-01,1.996085643768e-01,1.232418298721e+00,6.060068607330e-01,2.917605638504e-01,1.284433841705e+00,2.066054344177e-01,-5.228519439697e-04,6.689997911453e-01,7.708394527435e-02,-1.157736778259e-02,1.196423768997e-01
7.076601982117e-01,1.766147613525e-01,1.372792005539e+00,7.692451477051e-01,2.561367750168e-01,1.454441070557e+00,2.075818777084e-01,-3.113675117493e-02,7.608168125153e-01,7.525813579559e-02,-2.182668447495e-02,1.334000825882e-01
6.472971439362e-01,1.271635293961e-01,1.486990690231e+00,9.001451730728e-01,3.655217885971e-01,1.581481695175e+00,2.228941917419e-01,-7.619917392731e-02,8.262865543365e-01,7.363224029541e-02,-2.603006362915e-02,1.362388134003e-01
3.995220661163e-01,4.801738262177e-02,1.140211343765e+00,5.458742380142e-01,3.785657882690e-02,1.067391633987e+00,1.919494867325e-01,-4.862678050995e-02,5.216625928879e-01,4.181480407715e-02,2.339720726013e-03,1.001899242401e-01
9.969477653503e-01,2.392117977142e-01,1.326445341110e+00,3.131299018860e-01,4.636633396149e-02,8.843153715134e-01,1.229895353317e-01,-7.521867752075e-03,4.887113571167e-01,4.750311374664e-02,-1.349753141403e-02,1.113243103027e-01
4.177751541138e-01,9.935986995697e-02,8.444435596466e-01,3.473397493362e-01,-1.685506105423e-02,6.221432685852e-01,1.338442564011e-01,-5.220806598663e-02,4.188569784164e-01,5.196583271027e-02,1.565027236938e-02,8.696639537811e-02
4.706149101257e-01,1.089904308319e-01,1.120223999023e+00,6.308672428131e-01,1.608058214188e-01,1.191259145737e+00,2.020889520645e-01,-5.497843027115e-02,5.448791980743e-01,4.704892635345e-02,-3.789603710175e-03,1.053383350372e-01
7.912082672119e-01,2.695792913437e-01,1.333786249161e+00,1.950880289078e-01,3.154706954956e-02,7.164610624313e-01,1.648595333099e-01,3.716826438904e-03,4.941723346710e-01,3.270530700684e-02,-9.181261062622e-03,1.121090650558e-01
4.488583803177e-01,6.561195850372e-02,1.547960996628e+00,8.584167957306e-01,3.931918144226e-01,1.733780622482e+00,1.370209455490e-01,-1.090326905251e-01,9.071152210236e-01,4.683506488800e-02,-3.164356946945e-02,1.437070369720e-01
8.113861083984e-01,2.622189521790e-01,1.352033376694e+00,4.314146041870e-01,1.093176603317e-01,1.066082954407e+00,1.781262159348e-01,1.170802116394e-02,5.681221485138e-01,5.447304248810e-02,-7.562637329102e-03,1.177670955658e-01
2.736428976059e-01,-1.909362077713e-01,1.783729314804e+00,1.769170761108e-01,-1.615617275238e-01,9.666401147842e-01,4.759037494659e-02,-1.382248997688e-01,9.921102523804e-01,6.112205982208e-02,-2.803272008896e-02,1.514602899551e-01
3.692775964737e-01,6.062960624695e-02,1.626133203506e+00,9.029682874680e-01,2.600773572922e-01,1.787115097046e+00,1.257908344269e-01,-9.311664104462e-02,9.026845693588e-01,4.702949523926e-02,-2.897447347641e-02,1.460819244385e-01
5.026040077209e-01,7.058370113373e-02,1.591249465942e+00,9.108345508575e-01,3.496277332306e-01,1.713328599930e+00,2.120651006699e-01,-1.082244515419e-01,9.439593553543e-01,5.457699298859e-02,-3.239989280701e-02,1.483721733093e-01
3.600223064423e-01,3.518438339233e-02,1.636273145676e+00,8.650189638138e-01,3.557301759720e-01,1.929496288300e+00,1.151534318924e-01,-1.280938982964e-01,9.633846282959e-01,3.741085529327e-02,-3.626972436905e-02,1.501793861389e-01
5.718518495560e-01,2.083077430725e-01,1.308393478394e+00,4.026895761490e-01,1.870409250259e-01,1.010508537292e+00,2.127068042755e-01,1.848030090332e-02,6.679700613022e-01,6.462585926056e-02,-8.954346179962e-03,1.100815534592e-01
5.656435489655e-01,1.304693222046e-01,1.519658327103e+00,7.740814685822e-01,2.395657300949e-01,1.388600111008e+00,3.091617822647e-01,-5.461215972900e-02,8.270856142044e-01,6.748795509338e-02,-2.226716279984e-02,1.303970813751e-01
8.074492216110e-01,2.730772495270e-01,1.191373825073e+00,3.963174819946e-01,1.274613142014e-01,1.000074386597e+00,1.423928737640e-01,4.308581352234e-03,5.429989099503e-01,6.529474258423e-02,-8.858323097229e-03,1.118115186691e-01
6.498254537582e-01,2.433027029037e-01,1.210964918137e+00,6.222375631332e-01,2.345564365387e-01,1.211127042770e+00,2.006129026413e-01,3.045737743378e-02,6.122123003006e-01,7.278954982758e-02,-7.670819759369e-03,1.183197498322e-01
6.836663484573e-01,2.376095056534e-01,1.255580663681e+00,5.946060419083e-01,2.383582592010e-01,1.148533821106e+00,1.638200283051e-01,2.341270446777e-02,5.908532142639e-01,7.681751251221e-02,-8.663713932037e-03,1.178057193756e-01
3.273940086365e-01,4.920899868011e-02,1.427085638046e+00,7.681647539139e-01,3.954833745956e-01,1.843000411987e+00,9.621179103851e-02,-1.306834816933e-01,9.403427839279e-01,3.519463539124e-02,-2.954965829849e-02,1.466076374054e-01
