birth_1_value,birth_1_lower,birth_1_upper,birth_2_value,birth_2_lower,birth_2_upper,death_value,death_lower,death_upper,state_rate_value,state_rate_lower,state_rate_upper
7.171655893326e-01,3.766214847565e-01,9.857361316681e-01,2.425036430359e-01,8.547627925873e-02,6.958099603653e-01,1.603170633316e-01,1.712775230408e-02,4.854636192322e-01,4.917812347412e-02,-1.161497831345e-02,1.020020246506e-01
6.272828578949e-01,2.440522909164e-01,1.159237384796e+00,8.911194801331e-01,2.990883588791e-01,1.276731252670e+00,2.088351249695e-01,-5.078744888306e-02,7.515065670013e-01,7.506775856018e-02,-2.870666980743e-02,1.200261116028e-01
4.483627080917e-01,1.468602418900e-01,1.402524709702e+00,9.231255054474e-01,2.349559068680e-01,1.605126619339e+00,1.864131689072e-01,-1.112883687019e-01,9.170936346054e-01,5.509710311890e-02,-4.213470220566e-02,1.414518356323e-01
4.196665287018e-01,1.868696212769e-01,1.105691671371e+00,6.588575839996e-01,3.459488153458e-01,1.302513122559e+00,1.804629564285e-01,-6.424713134766e-02,7.670091390610e-01,5.990028381348e-02,-2.676802873611e-02,1.221804618835e-01
3.153529167175e-01,7.307660579681e-02,6.065146923065e-01,4.274563789368e-01,4.482364654541e-02,6.904529333115e-01,1.246937513351e-01,-6.146836280823e-02,4.365618228912e-01,4.808878898621e-02,2.527952194214e-03,6.779003143311e-02
2.955956459045e-01,1.268663406372e-01,1.154089927673e+00,7.273318767548e-01,3.647066354752e-01,1.633780241013e+00,8.129489421844e-02,-1.406732797623e-01,8.946352005005e-01,3.295385837555e-02,-3.925937414169e-02,1.372330188751e-01
7.388401031494e-01,3.565647602081e-01,9.347060918808e-01,5.811736583710e-01,1.945763826370e-01,9.560626745224e-01,1.779118776321e-01,2.669966220856e-02,5.298571586609e-01,7.306575775146e-02,-1.583606004715e-02,1.042962074280e-01
7.747117280960e-01,3.590034246445e-01,1.074918508530e+00,1.658791303635e-01,2.200603485107e-02,5.728830099106e-01,1.601719856262e-01,-1.943111419678e-03,4.657837152481e-01,3.372430801392e-02,-1.644539833069e-02,1.020727157593e-01
4.015164375305e-01,1.283252239227e-02,9.243881702423e-01,5.422316789627e-01,-3.624498844147e-02,9.578074216843e-01,2.049273252487e-01,-7.594484090805e-02,5.339511632919e-01,4.071557521820e-02,-1.433700323105e-02,8.720898628235e-02
1.059926033020e+00,3.179112672806e-01,1.026936769485e+00,3.250423669815e-01,7.962751388550e-02,7.451771497726e-01,1.003646850586e-01,-2.987384796143e-02,4.546558856964e-01,5.647885799408e-02,-2.194720506668e-02,1.021374464035e-01
3.431087732315e-01,1.193991899490e-01,1.183378696442e+00,8.017376661301e-01,4.008766412735e-01,1.633320093155e+00,1.040621995926e-01,-1.390864253044e-01,8.946989774704e-01,3.531420230865e-02,-3.982943296432e-02,1.362837553024e-01
8.611552715302e-01,3.702410459518e-01,9.500955343246e-01,3.263732194901e-01,1.012516021729e-01,7.256680727005e-01,1.233915090561e-01,-1.171594858170e-02,4.497644901276e-01,5.643439292908e-02,-1.530694961548e-02,9.649360179901e-02
1.805763244629e-01,1.254159212112e-01,1.221136331558e+00,5.133708715439e-01,3.016012907028e-01,1.424970388412e+00,1.175101995468e-01,-1.001157760620e-01,9.152617454529e-01,3.665471076965e-02,-3.069901466370e-02,1.298305988312e-01
5.543441772461e-01,2.068744897842e-01,7.903277873993e-01,4.306875467300e-01,1.084197759628e-01,7.756125926971e-01,1.641970872879e-01,-5.905562639236e-02,3.770180940628e-01,4.992663860321e-02,-2.682209014893e-05,7.635056972504e-02
1.888302564621e-01,5.852210521698e-02,1.357341766357e+00,7.401559352875e-01,3.071978092194e-01,1.731653213501e+00,8.866405487061e-02,-1.873289942741e-01,9.482027292252e-01,1.667642593384e-02,-5.156850814819e-02,1.414833068848e-01
7.141854763031e-01,3.679643869400e-01,1.067074775696e+00,2.213505506516e-01,1.828706264496e-02,5.091172456741e-01,1.970140933990e-01,6.431341171265e-03,4.790871143341e-01,2.635645866394e-02,-1.279890537262e-02,9.331989288330e-02
2.825367450714e-01,1.585893630981e-01,1.148490667343e+00,3.955857753754e-01,2.772619724274e-01,1.172443628311e+00,1.157076358795e-01,-7.029730081558e-02,7.815537452698e-01,5.638110637665e-02,-2.784252166748e-02,1.212012767792e-01
5.932826995850e-01,3.668013811111e-01,9.670580625534e-01,2.711930274963e-01,1.026376485825e-01,7.361634969711e-01,1.831005811691e-01,2.189218997955e-02,5.552389621735e-01,5.004835128784e-02,-1.224601268768e-02,9.661793708801e-02
3.758900165558e-01,2.653297185898e-01,6.822457313538e-01,5.078872442245e-01,2.365850210190e-01,7.594677209854e-01,1.426643133163e-01,-2.975004911423e-02,3.945131301880e-01,4.691743850708e-02,2.086281776428e-03,7.600498199463e-02
8.785659074783e-01,3.512724637985e-01,1.051665782928e+00,2.066216468811e-01,2.670943737030e-02,6.179372072220e-01,1.343263387680e-01,-2.276873588562e-02,4.404517412186e-01,3.805577754974e-02,-1.966524124146e-02,9.676206111908e-02
5.846246480942e-01,3.292008638382e-01,1.017111778259e+00,2.946320772171e-01,1.226717233658e-01,7.418210506439e-01,1.910269260406e-01,1.216590404510e-02,5.775017738342e-01,5.494737625122e-02,-1.481604576111e-02,9.953534603119e-02
5.435383319855e-01,1.615641117096e-01,1.252034425735e+00,9.323353767395e-01,3.658180236816e-01,1.432654619217e+00,1.848968267441e-01,-1.088650822639e-01,8.460160493851e-01,6.267392635345e-02,-3.693610429764e-02,1.288090944290e-01
6.015954017639e-01,2.487677335739e-01,8.441110849380e-01,4.539287090302e-01,6.101143360138e-02,7.336865663528e-01,1.243486404419e-01,-7.055765390396e-02,3.559354543686e-01,5.800437927246e-02,5.422711372375e-03,8.561897277832e-02
5.384243726730e-01,2.516930103302e-01,1.232794046402e+00,8.018432855606e-01,1.959167718887e-01,1.325764656067e+00,2.597730159760e-01,-3.517025709152e-02,7.872033119202e-01,6.759643554688e-02,-2.688032388687e-02,1.291911602020e-01
5.611156225204e-01,2.052202224731e-01,7.894458770752e-01,3.809148073196e-01,5.008280277252e-02,7.148284912109e-01,1.750344038010e-01,-7.546192407608e-02,3.543459177017e-01,4.652798175812e-02,-4.276037216187e-04,7.492518424988e-02
8.509750366211e-01,3.435469865799e-01,1.101723909378e+00,1.806478500366e-01,4.861831665039e-03,5.651729106903e-01,1.520643234253e-01,-2.406889200211e-02,4.393576383591e-01,2.632725238800e-02,-2.127885818481e-02,1.016975641251e-01
5.520218610764e-01,2.929791212082e-01,7.225340604782e-01,4.281389713287e-01,1.975706815720e-01,6.718800067902e-01,1.608315706253e-01,-2.161127328873e-02,3.322347402573e-01,5.115091800690e-02,5.565047264099e-03,7.120466232300e-02
7.186645269394e-01,3.068258762360e-01,1.055476903915e+00,3.711737394333e-01,5.960547924042e-02,8.512221574783e-01,2.110369205475e-01,-7.268309593201e-03,5.451097488403e-01,4.901373386383e-02,-1.641523838043e-02,1.003403663635e-01
3.851820230484e-01,1.131505966187e-01,5.403221845627e-01,2.608928680420e-01,-1.025430560112e-01,4.821465015411e-01,6.514871120453e-02,-6.839019060135e-02,3.447474241257e-01,5.011999607086e-02,1.341927051544e-02,6.923234462738e-02
5.379835367203e-01,1.681574583054e-01,1.164695262909e+00,8.524184226990e-01,3.871130943298e-01,1.466602563858e+00,1.414055824280e-01,-1.130554080009e-01,8.373428583145e-01,5.822920799255e-02,-3.542840480804e-02,1.293041706085e-01
6.366050243378e-01,2.216430902481e-01,1.071772098541e+00,8.185499906540e-01,3.710592985153e-01,1.295315504074e+00,2.129033803940e-01,-6.678748130798e-02,7.459571361542e-01,7.231247425079e-02,-3.096818923950e-02,1.205714941025e-01
4.306634664536e-01,1.246199607849e-01,1.285592317581e+00,8.859542608261e-01,3.606920242310e-01,1.701128482819e+00,1.163332462311e-01,-1.334310173988e-01,9.061870574951e-01,4.550433158875e-02,-4.277825355530e-02,1.382316350937e-01
4.209344387054e-01,1.818510293961e-01,1.149403333664e+00,6.750272512436e-01,3.185310363770e-01,1.262631177902e+00,2.119255065918e-01,-5.534625053406e-02,7.980408668518e-01,6.346964836121e-02,-2.628147602081e-02,1.226055622101e-01
1.445014476776e-01,-3.094329237938e-01,5.690233707428e-01,2.291959524155e-01,-5.950499773026e-01,6.974256038666e-01,-1.004952192307e-02,-2.834001779556e-01,4.399131536484e-01,6.333231925964e-02,-1.391768455505e-02,1.176022291183e-01
3.329446315765e-01,1.692533493042e-01,1.105401039124e+00,6.250669956207e-01,3.504588603973e-01,1.495753765106e+00,1.392412185669e-01,-9.052449464798e-02,8.158559799194e-01,4.754042625427e-02,-3.220677375793e-02,1.318917274475e-01
7.177947759628e-01,3.612616062164e-01,9.713211059570e-01,3.468155860901e-01,1.050459146500e-01,7.243479490280e-01,2.073436975479e-01,2.708399295807e-02,5.064244270325e-01,3.890120983124e-02,-1.190418004990e-02,9.492182731628e-02
7.324179410934e-01,3.027802705765e-01,1.251483678818e+00,2.278100252151e-01,-5.965173244476e-03,4.666875600815e-01,2.473829984665e-01,-2.560120820999e-02,5.249187946320e-01,2.147531509399e-02,-2.069056034088e-02,9.928810596466e-02
6.960818767548e-01,3.412199020386e-01,9.970062971115e-01,6.212768554688e-01,1.966955661774e-01,9.068784713745e-01,1.788650751114e-01,1.772296428680e-02,5.382672548294e-01,7.091045379639e-02,-1.570099592209e-02,1.028337478638e-01
2.632186412811e-01,1.677860021591e-01,1.224832057953e+00,5.411810874939e-01,2.941938638687e-01,1.282002687454e+00,1.694576740265e-01,-6.130039691925e-02,8.500000238419e-01,5.024683475494e-02,-2.964264154434e-02,1.263203620911e-01
4.897311925888e-01,1.878554821014e-01,1.135063648224e+00,7.546486854553e-01,3.419628143311e-01,1.293954849243e+00,2.431600093842e-01,-7.006090879440e-02,7.703303098679e-01,6.421053409576e-02,-2.835911512375e-02,1.222630739212e-01
7.774692773819e-01,3.881614208221e-01,9.685926437378e-01,2.136571407318e-01,7.171678543091e-02,5.713231563568e-01,1.467677354813e-01,8.443236351013e-03,4.321892261505e-01,3.895092010498e-02,-1.082360744476e-02,9.325850009918e-02
7.427402734756e-01,3.367701768875e-01,9.961495399475e-01,4.873012304306e-01,1.501264572144e-01,9.094142913818e-01,2.067581415176e-01,2.088928222656e-02,5.290585756302e-01,5.711662769318e-02,-1.573771238327e-02,1.032013893127e-01
3.729357719421e-01,1.538249254227e-01,1.090016841888e+00,7.074410915375e-01,3.632785081863e-01,1.567543268204e+00,1.196813583374e-01,-1.080815196037e-01,8.528964519501e-01,4.332840442657e-02,-3.946155309677e-02,1.356465816498e-01
8.356207609177e-01,3.354725837708e-01,1.196327447891e+00,1.404491662979e-01,-4.838365316391e-02,5.231345891953e-01,1.978812217712e-01,-2.778148651123e-02,4.676368236542e-01,1.339530944824e-02,-2.495598793030e-02,1.063482761383e-01
3.556990623474e-01,2.149049043655e-01,1.096435546875e+00,7.934968471527e-01,2.834637165070e-01,1.335111618042e+00,1.449999809265e-01,-7.563072443008e-02,7.157316207886e-01,4.245412349701e-02,-2.504181861877e-02,1.199032068253e-01
4.376279115677e-01,1.823258399963e-01,1.079521417618e+00,7.349370718002e-01,3.701833486557e-01,1.489502429962e+00,1.323915719986e-01,-1.024242639542e-01,8.232630491257e-01,4.846525192261e-02,-3.663986921310e-02,1.332002878189e-01
4.251600503922e-01,-1.271681785583e-01,9.138003587723e-01,5.671317577362e-01,-3.409812450409e-01,8.105630874634e-01,3.190686702728e-01,-2.295333743095e-01,5.829385519028e-01,1.720023155212e-02,-3.069257736206e-02,8.204460144043e-02
5.806202888489e-01,2.099406719208e-01,1.099901199341e+00,8.197888135910e-01,3.782993555069e-01,1.345981597900e+00,1.927475929260e-01,-8.230668306351e-02,7.794504165649e-01,6.572902202606e-02,-3.308421373367e-02,1.277077198029e-01
5.769037008286e-01,2.520552873611e-01,8.574280738831e-01,3.435966968536e-01,5.368888378143e-02,5.316395759583e-01,2.041116952896e-01,-5.263406038284e-02,4.237840175629e-01,3.570938110352e-02,-3.370642662048e-04,7.910704612732e-02
7.409998178482e-01,3.820065259933e-01,9.286479949951e-01,4.369623661041e-01,1.444185972214e-01,8.491307497025e-01,1.875385046005e-01,2.937316894531e-02,4.925640821457e-01,6.047308444977e-02,-1.191008090973e-02,1.015179157257e-01
2.294262647629e-01,7.912623882294e-02,1.309575557709e+00,7.880994081497e-01,3.437781333923e-01,1.762405633926e+00,9.243190288544e-02,-1.703270077705e-01,9.428538084030e-01,2.038133144379e-02,-5.069214105606e-02,1.435494422913e-01
4.580761194229e-01,1.391878128052e-01,1.191396236420e+00,8.643993139267e-01,4.026241302490e-01,1.487555742264e+00,1.527529954910e-01,-1.231949925423e-01,8.486317396164e-01,5.081117153168e-02,-3.674507141113e-02,1.323356628418e-01
3.666262626648e-01,4.341065883636e-02,7.536989450455e-01,4.612112045288e-01,4.153537750244e-02,7.656775712967e-01,1.291880607605e-01,-1.010554432869e-01,4.304227828979e-01,5.117368698120e-02,-8.515655994415e-03,7.674288749695e-02
5.455720424652e-01,2.073603868484e-01,1.160341978073e+00,8.449360132217e-01,3.615438938141e-01,1.328716039658e+00,2.556924819946e-01,-6.842893362045e-02,7.888636589050e-01,6.714725494385e-02,-2.985650300980e-02,1.263557672501e-01
8.579186201096e-01,3.052123785019e-01,1.102479457855e+00,4.931685924530e-01,1.126462221146e-01,9.528564214706e-01,1.744837760925e-01,-1.197278499603e-03,5.358752012253e-01,6.314539909363e-02,-2.050602436066e-02,1.099194288254e-01
3.034613132477e-01,-1.183285117149e-01,5.152175426483e-01,2.600713968277e-01,-2.740230560303e-01,7.417434453964e-01,2.965486049652e-02,-1.350659132004e-01,4.127895832062e-01,5.472719669342e-02,-5.620419979095e-03,8.215904235840e-02
4.878095388412e-01,1.256413459778e-01,1.390005111694e+00,9.553334712982e-01,2.893768548965e-01,1.529969930649e+00,2.131847143173e-01,-1.208708882332e-01,9.042433500290e-01,5.115699768066e-02,-4.503369331360e-02,1.375541687012e-01
4.309488534927e-01,1.653383970261e-01,1.098242044449e+00,7.473050355911e-01,3.940275907516e-01,1.478109359741e+00,1.735304594040e-01,-1.040237545967e-01,8.145400285721e-01,4.893434047699e-02,-3.395926952362e-02,1.339371204376e-01
4.503386020660e-01,1.392233371735e-02,8.786135911942e-01,6.213110685349e-01,3.004074096680e-02,9.622530937195e-01,1.912671327591e-01,-1.101971268654e-01,4.861406087875e-01,4.943692684174e-02,-1.643615961075e-02,8.858895301819e-02
4.910995960236e-01,1.944118738174e-01,1.347456932068e+00,8.951743841171e-01,2.357006072998e-01,1.552224397659e+00,2.072521448135e-01,-6.055974960327e-02,8.961434364319e-01,6.418645381927e-02,-3.615635633469e-02,1.387652158737e-01
6.122455596924e-01,2.842332124710e-01,9.660876989365e-01,6.060068607330e-01,2.882721424103e-01,1.092534780502e+00,2.066054344177e-01,-9.759128093719e-03,6.268246173859e-01,7.708394527435e-02,-1.989114284515e-02,1.080682277679e-01
7.076601982117e-01,2.596173286438e-01,1.089714288712e+00,7.692451477051e-01,2.527446746826e-01,1.248260974884e+00,2.075818777084e-01,-4.009026288986e-02,7.163214683533e-01,7.525813579559e-02,-3.005427122116e-02,1.216837167740e-01
6.472971439362e-01,2.066776752472e-01,1.190289020538e+00,9.001451730728e-01,3.618341684341e-01,1.364630222321e+00,2.228941917419e-01,-8.473616838455e-02,7.801368236542e-01,7.363224029541e-02,-3.422212600708e-02,1.244930028915e-01
3.995220661163e-01,1.219482421875e-01,8.848812580109e-01,5.458742380142e-01,3.505384922028e-02,8.937249183655e-01,1.919494867325e-01,-5.741864442825e-02,4.832105636597e-01,4.181480407715e-02,-6.091177463531e-03,8.881676197052e-02
9.969477653503e-01,3.266302347183e-01,1.048897027969e+00,3.131299018860e-01,4.354071617126e-02,7.260274887085e-01,1.229895353317e-01,-1.669353246689e-02,4.510920047760e-01,4.750311374664e-02,-2.179515361786e-02,9.983623027802e-02
4.177751541138e-01,1.769126653671e-01,6.243987083435e-01,3.473397493362e-01,-1.950997114182e-02,4.858784675598e-01,1.338442564011e-01,-6.096684932709e-02,3.830028772354e-01,5.196583271027e-02,7.107496261597e-03,7.572996616364e-02
4.706149101257e-01,1.872225999832e-01,8.672779798508e-01,6.308672428131e-01,1.576710939407e-01,1.007187128067e+00,2.020889520645e-01,-6.371158361435e-02,5.058405399323e-01,4.704892635345e-02,-1.216888427734e-02,9.391200542450e-02
7.912082672119e-01,3.591399192810e-01,1.055362224579e+00,1.950880289078e-01,2.876126766205e-02,5.722736120224e-01,1.648595333099e-01,-5.558788776398e-03,4.564150571823e-01,3.270530700684e-02,-1.751518249512e-02,1.006126403809e-01
4.488583803177e-01,1.407840251923e-01,1.243985652924e+00,8.584167957306e-01,3.894295692444e-01,1.504135370255e+00,1.370209455490e-01,-1.172663569450e-01,8.589230775833e-01,4.683506488800e-02,-3.978866338730e-02,1.318839788437e-01
8.113861083984e-01,3.512604236603e-01,1.071432590485e+00,4.314146041870e-01,1.063220500946e-01,8.925262689590e-01,1.781262159348e-01,2.358555793762e-03,5.284961462021e-01,5.447304248810e-02,-1.591020822525e-02,1.062122583389e-01
2.736428976059e-01,-1.338620185852e-01,1.451626777649e+00,1.769170761108e-01,-1.638258695602e-01,8.014369010925e-01,4.759037494659e-02,-1.461887359619e-01,9.417704343796e-01,6.112205982208e-02,-3.620803356171e-02,1.395571231842e-01
3.692775964737e-01,1.354503631592e-01,1.312831878662e+00,9.029682874680e-01,2.566746473312e-01,1.552989482880e+00,1.257908344269e-01,-1.014972925186e-01,8.546044826508e-01,4.702949523926e-02,-3.714203834534e-02,1.342344284058e-01
5.026040077209e-01,1.461064815521e-01,1.282109737396e+00,9.108345508575e-01,3.459830284119e-01,1.485401153564e+00,2.120651006699e-01,-1.164654493332e-01,8.948361873627e-01,5.457699298859e-02,-4.053854942322e-02,1.365009546280e-01
3.600223064423e-01,1.082098484039e-01,1.321762084961e+00,8.650189638138e-01,3.520690202713e-01,1.683410167694e+00,1.151534318924e-01,-1.361513137817e-01,9.137705564499e-01,3.741085529327e-02,-4.437583684921e-02,1.382895708084e-01
5.718518495560e-01,2.935460805893e-01,1.032999038696e+00,4.026895761490e-01,1.838353872299e-01,8.416203260422e-01,2.127068042755e-01,9.068489074707e-03,6.258208751678e-01,6.462585926056e-02,-1.729023456573e-02,9.860610961914e-02
5.656435489655e-01,2.102166414261e-01,1.219059467316e+00,7.740814685822e-01,2.362184524536e-01,1.187951087952e+00,3.091617822647e-01,-6.334859132767e-02,7.809156179428e-01,6.748795509338e-02,-3.049099445343e-02,1.187115907669e-01
8.074492216110e-01,3.628847599030e-01,9.299399852753e-01,3.963174819946e-01,1.244167089462e-01,8.320623636246e-01,1.423928737640e-01,-4.972457885742e-03,5.040076971054e-01,6.529474258423e-02,-1.719510555267e-02,1.003183126450e-01
6.498254537582e-01,3.310097455978e-01,9.471936225891e-01,6.222375631332e-01,2.312225103378e-01,1.025386095047e+00,2.006129026413e-01,2.093470096588e-02,5.714720487595e-01,7.278954982758e-02,-1.601755619049e-02,1.067593097687e-01
6.836663484573e-01,3.249149322510e-01,9.864867925644e-01,5.946060419083e-01,2.350140810013e-01,9.680509567261e-01,1.638200283051e-01,1.395499706268e-02,5.506527423859e-01,7.681751251221e-02,-1.700204610825e-02,1.062506437302e-01
3.273940086365e-01,1.232239007950e-01,1.137530803680e+00,7.681647539139e-01,3.917149305344e-01,1.604180335999e+00,9.621179103851e-02,-1.387169957161e-01,8.913109302521e-01,3.519463539124e-02,-3.771233558655e-02,1.347546577454e-01
