n_taxa,tree_length,tree_height,brlen_mean,brlen_var,age_mean,age_var,B1,N_bar,colless,treeness,n_char_0,n_char_1,n_char_2,n_state_100,n_state_010,n_state_001,n_state_110,n_state_101,n_state_011,n_state_111
388,638.9198097027415,8.771000786675678,0.82547779031362,0.5436774565714265,8.771000786675677,2.6674884217782667e-30,207.17567473376297,10.922680412371134,0.024982929670241395,0.511389724048575,244,234,230,75,57,54,38,37,45,94
