r_e_0,r_e_1,r_e_2,r_w_0,r_w_1,r_w_2,r_b_0_0,r_b_0_1,r_b_0_2,r_b_1_0,r_b_1_1,r_b_1_2,r_b_2_0,r_b_2_1,r_b_2_2,r_d_0_0,r_d_0_1,r_d_0_2,r_d_1_0,r_d_1_1,r_d_1_2,r_d_2_0,r_d_2_1,r_d_2_2
0.0225951479805889,0.008745945549138205,0.017300162113573183,0.030787806429099774,0.1962944218467324,0.08103475032644558,0.08461933500575695,0.0949139723103662,0.009690746332387005,0.041394316961250205,0.13509033552207023,0.06377253108557811,0.08972384688547756,0.0932240512880771,0.16209237132858162,0.02306679172946194,0.020853752381377058,0.2297700748195537,0.008614581966927841,0.27971829646806634,0.10080786140589162,0.016007509410919867,0.055058341893234025,0.00785722903694725
