n_taxa,tree_length,tree_height,brlen_mean,brlen_var,age_mean,age_var,B1,N_bar,colless,treeness,n_char_0,n_char_1,n_char_2,n_state_100,n_state_010,n_state_001,n_state_110,n_state_101,n_state_011,n_state_111
487,726.7299252471768,8.838931218294725,0.7476645321473003,0.4302530102169402,8.838931218294722,5.449133645099556e-30,271.7428904428904,10.486652977412732,0.015451190021636758,0.5583954557525701,303,286,328,78,57,86,37,50,54,138
