tree_length,root_age,brlen_mean,brlen_var,brlen_skew,age_mean,age_var,age_skew,B1,N_bar,colless,treeness,f_dat_0,f_dat_1,num_taxa,prop_taxa
1091.561594668941,11.493444034869999,1.0937490928546503,1.206493722709797,2.0742252322364214,2.164465231705555,4.4172872787841655,1.6053469323758394,260.2337068761992,11.358,0.019694006486869323,0.5057379675085404,0.854,0.146,500,1.0
