n_taxa,tree_length,tree_height,brlen_mean,brlen_var,age_mean,age_var,B1,N_bar,colless,treeness,n_char_0,n_char_1,n_char_2,n_state_100,n_state_010,n_state_001,n_state_110,n_state_101,n_state_011,n_state_111
444,744.0020269596694,9.23518892786858,0.8397314074036899,0.7423136489696488,9.235188927868581,3.1554436208840472e-30,233.90063865872693,11.322072072072071,0.02170515714533773,0.5118709536680397,186,230,174,129,171,123,26,18,20,13
