tree_length,root_age,brlen_mean,brlen_var,brlen_skew,age_mean,age_var,age_skew,B1,N_bar,colless,treeness,f_dat_0,f_dat_1,num_taxa,prop_taxa
1281.8463382454543,10.206773035025,1.284415168582621,1.0365646802490465,1.1033239719627488,2.5483758821914075,2.587319816714391,1.111532937298698,270.47021481270696,12.154,0.023814697668429228,0.3466340818322381,0.01,0.99,500,1.0
