tree_length,root_age,brlen_mean,brlen_var,brlen_skew,age_mean,age_var,age_skew,B1,N_bar,colless,treeness,f_dat_0,f_dat_1,num_taxa,prop_taxa
689.0840394933894,9.062243270940002,0.6904649694322534,0.5487854219498964,2.2306354890834377,1.3627691307000158,2.0233162998157077,2.002528684728427,261.36169466348997,14.71,0.03453493332045617,0.49478569631901903,0.118,0.882,500,1.0
