tree_length,root_age,brlen_mean,brlen_var,brlen_skew,age_mean,age_var,age_skew,B1,N_bar,colless,treeness,f_dat_0,f_dat_1,num_taxa,prop_taxa
1293.2762348301628,19.26831463503,1.604561085397225,1.748832527426093,1.1843020473552166,3.1613099756901586,4.765800520254586,1.749601142322106,214.56969737778556,10.806930693069306,0.022468303643074946,0.35994582976501993,0.9306930693069307,0.06930693069306931,404,1.0
