w_0,w_1,w_2,e_0,e_1,e_2,d_0_0,d_0_1,d_0_2,d_1_0,d_1_1,d_1_2,d_2_0,d_2_1,d_2_2,b_0_0,b_0_1,b_0_2,b_1_0,b_1_1,b_1_2,b_2_0,b_2_1,b_2_2,x_0,x_1,x_2
0.4732218931,0.4732218931,0.4732218931,0.0248353372,0.0248353372,0.0248353372,0.0644984804,0.0644984804,0.0644984804,0.0644984804,0.0644984804,0.0644984804,0.0644984804,0.0644984804,0.0644984804,0.7129794926,0.7129794926,0.7129794926,0.7129794926,0.7129794926,0.7129794926,0.7129794926,0.7129794926,0.7129794926,0.0248353372,0.0248353372,0.0248353372
